fit,user_id,item_id,weight_lbs,rating,rented_for,body_type,category,size,age,review_date,bust_size_num,bust_size_letter,height_in,review_month,review_day_of_month,review_year,recommend
fit,308996,2407112,140.0,10.0,everyday,,sweatshirt,14,40.0,2017-11-13,36.0,3,66.0,11,13,2017,1
small,724394,2567610,,4.0,vacation,pear,romper,16,30.0,2017-12-28,34.0,4,68.0,12,28,2017,0
fit,3149,755371,122.0,8.0,formal affair,athletic,gown,4,22.0,2014-05-16,34.0,4,64.0,5,16,2014,0
fit,901392,1981995,135.0,10.0,wedding,hourglass,dress,12,31.0,2017-09-20,36.0,2,67.0,9,20,2017,1
small,706849,1678888,132.0,10.0,party,athletic,dress,12,33.0,2016-01-24,36.0,4,64.0,1,24,2016,1
small,592937,125564,140.0,10.0,wedding,pear,gown,4,32.0,2014-08-20,34.0,2,65.0,8,20,2014,1
fit,248920,468020,140.0,8.0,wedding,athletic,dress,4,31.0,2016-04-29,34.0,2,65.0,4,29,2016,0
fit,438910,801920,,10.0,date,,gown,9,29.0,2017-06-19,,,69.0,6,19,2017,1
small,782538,2393071,140.0,10.0,wedding,pear,skirt,16,36.0,2016-07-06,34.0,2,64.0,7,6,2016,1
large,50849,232082,,8.0,wedding,apple,dress,12,32.0,2016-08-28,36.0,2,63.0,8,28,2016,0
fit,772324,267405,125.0,10.0,other,straight & narrow,dress,8,26.0,2015-07-21,32.0,4,67.0,7,21,2015,1
fit,134147,1591403,140.0,10.0,work,pear,shift,12,27.0,2016-07-08,36.0,2,67.0,7,8,2016,1
fit,800381,126335,170.0,10.0,party,hourglass,dress,16,31.0,2011-03-28,34.0,4,66.0,3,28,2011,1
large,984042,864981,115.0,10.0,formal affair,petite,gown,4,22.0,2016-10-12,32.0,1,64.0,10,12,2016,1
fit,144509,131698,135.0,10.0,formal affair,hourglass,gown,3,35.0,2017-04-10,34.0,4,68.0,4,10,2017,1
fit,638030,2531493,138.0,10.0,formal affair,hourglass,jumpsuit,12,25.0,2016-12-21,34.0,2,66.0,12,21,2016,1
fit,64136,2215805,100.0,10.0,everyday,,jumpsuit,1,47.0,2016-06-10,,,62.0,6,10,2016,1
small,888170,909677,127.0,10.0,party,hourglass,gown,8,23.0,2017-08-02,34.0,4,64.0,8,2,2017,1
fit,233575,123793,235.0,10.0,wedding,apple,gown,45,51.0,2017-09-06,40.0,4,65.0,9,6,2017,1
fit,998563,1650003,130.0,10.0,work,hourglass,dress,4,37.0,2017-05-15,32.0,4,68.0,5,15,2017,1
fit,640341,1018841,118.0,10.0,wedding,apple,frock,8,30.0,2017-11-09,34.0,4,65.0,11,9,2017,1
fit,59953,140321,125.0,10.0,formal affair,athletic,gown,5,36.0,2015-04-07,34.0,2,67.0,4,7,2015,1
fit,549174,1131772,135.0,10.0,party,pear,gown,8,26.0,2017-10-30,34.0,2,69.0,10,30,2017,1
small,316943,1744232,160.0,10.0,party,athletic,dress,20,30.0,2016-12-29,36.0,4,69.0,12,29,2016,1
fit,735085,136110,155.0,10.0,wedding,hourglass,dress,24,30.0,2014-12-18,36.0,3,64.0,12,18,2014,1
large,11392,868096,,10.0,work,hourglass,shift,16,38.0,2015-11-06,36.0,4,63.0,11,6,2015,1
small,997114,184374,130.0,8.0,wedding,hourglass,shift,16,34.0,2014-04-06,34.0,4,64.0,4,6,2014,0
fit,131616,585830,105.0,10.0,party,petite,dress,4,32.0,2014-06-04,34.0,2,60.0,6,4,2014,1
fit,45337,1821947,130.0,10.0,everyday,pear,shirtdress,8,26.0,2016-03-24,34.0,2,67.0,3,24,2016,1
fit,362482,2746761,130.0,10.0,everyday,,coat,12,31.0,2016-10-31,,,69.0,10,31,2016,1
fit,284739,1076484,170.0,10.0,wedding,pear,dress,20,31.0,2016-02-22,36.0,3,69.0,2,22,2016,1
fit,768012,187984,115.0,10.0,wedding,petite,dress,4,29.0,2013-09-24,32.0,3,63.0,9,24,2013,1
fit,231450,132135,110.0,10.0,formal affair,petite,gown,0,17.0,2017-09-18,28.0,2,61.0,9,18,2017,1
fit,76612,142179,123.0,10.0,formal affair,petite,gown,4,35.0,2018-01-02,34.0,2,64.0,1,2,2018,1
fit,741739,1831026,,10.0,party,pear,dress,16,33.0,2015-05-08,36.0,3,64.0,5,8,2015,1
fit,982964,373527,115.0,10.0,work,athletic,dress,4,49.0,2017-09-11,32.0,2,65.0,9,11,2017,1
large,580441,1228651,160.0,6.0,wedding,pear,dress,16,29.0,2015-10-10,36.0,4,64.0,10,10,2015,0
fit,243510,1888892,155.0,10.0,wedding,athletic,gown,17,36.0,2017-11-06,34.0,3,69.0,11,6,2017,1
fit,396443,1769671,130.0,10.0,party,full bust,dress,16,37.0,2017-05-28,34.0,3,65.0,5,28,2017,1
fit,353205,1311397,,8.0,formal affair,hourglass,gown,20,33.0,2017-11-09,,,68.0,11,9,2017,0
fit,690751,1717057,,10.0,everyday,full bust,dress,8,52.0,2017-07-28,32.0,6,64.0,7,28,2017,1
fit,398895,123793,107.0,10.0,formal affair,petite,gown,0,33.0,2017-07-04,32.0,3,60.0,7,4,2017,1
large,119605,856483,125.0,10.0,formal affair,athletic,gown,4,35.0,2017-01-05,34.0,3,64.0,1,5,2017,1
fit,306174,2548121,115.0,8.0,party,athletic,jumpsuit,1,29.0,2016-03-31,34.0,3,63.0,3,31,2016,0
fit,835431,318596,108.0,10.0,other,hourglass,dress,4,43.0,2017-05-02,32.0,4,64.0,5,2,2017,1
fit,738111,125465,150.0,10.0,formal affair,hourglass,gown,13,30.0,2014-11-27,34.0,4,70.0,11,27,2014,1
fit,262672,1769705,130.0,10.0,wedding,athletic,sheath,8,32.0,2015-05-28,34.0,2,66.0,5,28,2015,1
fit,145166,1526453,125.0,10.0,wedding,straight & narrow,sheath,8,38.0,2017-11-20,32.0,1,67.0,11,20,2017,1
fit,349774,1129399,165.0,6.0,date,athletic,sheath,20,27.0,2017-12-20,36.0,2,72.0,12,20,2017,0
fit,922659,1768956,134.0,10.0,formal affair,hourglass,gown,8,46.0,2016-04-28,34.0,2,66.0,4,28,2016,1
small,357099,1109803,,6.0,wedding,pear,gown,40,38.0,2017-12-04,40.0,5,66.0,12,4,2017,0
fit,793115,174086,168.0,10.0,party,hourglass,dress,24,41.0,2013-12-20,36.0,2,65.0,12,20,2013,1
large,758448,131698,100.0,6.0,formal affair,petite,gown,0,28.0,2015-01-14,32.0,1,60.0,1,14,2015,0
fit,323020,756819,145.0,10.0,formal affair,athletic,sheath,12,28.0,2017-05-03,34.0,2,67.0,5,3,2017,1
fit,12285,925665,150.0,10.0,other,athletic,dress,14,31.0,2015-01-26,36.0,3,65.0,1,26,2015,1
fit,503888,1146287,136.0,10.0,wedding,athletic,gown,16,35.0,2017-10-05,34.0,3,62.0,10,5,2017,1
fit,759150,2036606,155.0,8.0,everyday,pear,romper,14,39.0,2016-07-11,34.0,2,65.0,7,11,2016,0
fit,388317,1530271,105.0,10.0,work,straight & narrow,dress,1,36.0,2016-07-22,32.0,3,63.0,7,22,2016,1
fit,76010,507732,135.0,6.0,formal affair,athletic,dress,8,31.0,2015-10-18,36.0,2,65.0,10,18,2015,0
fit,700856,154002,135.0,8.0,wedding,full bust,gown,12,37.0,2015-01-09,34.0,4,64.0,1,9,2015,0
fit,257820,1617260,170.0,10.0,wedding,,gown,21,28.0,2016-11-08,,,68.0,11,8,2016,1
fit,122285,1999720,120.0,10.0,everyday,petite,top,8,39.0,2017-12-11,32.0,5,65.0,12,11,2017,1
fit,15233,1699137,120.0,10.0,work,,dress,8,26.0,2017-01-07,34.0,3,63.0,1,7,2017,1
fit,482967,131117,110.0,10.0,formal affair,straight & narrow,gown,4,22.0,2013-04-28,32.0,3,69.0,4,28,2013,1
large,57297,1100910,118.0,4.0,work,straight & narrow,dress,8,26.0,2018-01-03,32.0,4,66.0,1,3,2018,0
fit,450776,130259,175.0,10.0,party,hourglass,dress,35,51.0,2012-08-13,38.0,3,65.0,8,13,2012,1
fit,521359,203856,185.0,8.0,formal affair,hourglass,gown,24,33.0,2015-02-09,36.0,4,66.0,2,9,2015,0
fit,32925,1636171,122.0,10.0,other,straight & narrow,dress,4,26.0,2015-09-22,34.0,2,67.0,9,22,2015,1
fit,851892,127865,,10.0,formal affair,,gown,4,24.0,2015-08-31,,,62.0,8,31,2015,1
fit,240873,1406056,126.0,10.0,other,athletic,dress,8,26.0,2017-06-12,32.0,2,65.0,6,12,2017,1
fit,494969,148089,125.0,10.0,wedding,hourglass,dress,12,32.0,2017-09-11,34.0,2,62.0,9,11,2017,1
large,676338,153475,128.0,8.0,formal affair,athletic,gown,5,33.0,2013-02-11,34.0,3,67.0,2,11,2013,0
fit,310964,836119,125.0,8.0,wedding,hourglass,dress,8,38.0,2017-09-24,34.0,5,61.0,9,24,2017,0
fit,813157,1420770,165.0,10.0,wedding,full bust,dress,16,27.0,2015-05-08,38.0,4,65.0,5,8,2015,1
fit,697328,181453,140.0,10.0,date,petite,dress,12,37.0,2013-12-11,34.0,2,62.0,12,11,2013,1
fit,638143,1110928,155.0,10.0,wedding,athletic,sheath,16,30.0,2017-09-28,38.0,2,68.0,9,28,2017,1
large,734230,127495,125.0,10.0,party,athletic,dress,8,29.0,2015-01-10,32.0,3,66.0,1,10,2015,1
fit,145990,145906,,10.0,formal affair,petite,gown,20,17.0,2013-02-21,38.0,3,63.0,2,21,2013,1
large,875060,141761,135.0,8.0,other,pear,dress,16,15.0,2014-06-13,36.0,1,65.0,6,13,2014,0
fit,231087,1333481,100.0,10.0,everyday,straight & narrow,dress,4,28.0,2017-11-07,32.0,1,67.0,11,7,2017,1
small,944779,1345219,115.0,8.0,formal affair,petite,gown,4,32.0,2017-12-21,32.0,4,63.0,12,21,2017,0
fit,976655,1478427,150.0,8.0,party,hourglass,dress,16,34.0,2016-08-19,34.0,4,66.0,8,19,2016,0
fit,82199,2566600,155.0,10.0,work,hourglass,pants,20,31.0,2017-09-14,34.0,4,70.0,9,14,2017,1
small,99688,132135,128.0,6.0,wedding,athletic,gown,7,30.0,2016-12-28,34.0,1,64.0,12,28,2016,0
large,225631,1530913,120.0,10.0,party,hourglass,dress,4,25.0,2016-08-10,34.0,1,60.0,8,10,2016,1
fit,2105,769383,140.0,10.0,work,athletic,dress,8,33.0,2017-05-18,34.0,2,67.0,5,18,2017,1
small,872197,1896772,,8.0,wedding,,dress,24,48.0,2016-04-01,38.0,2,62.0,4,1,2016,0
large,318861,158028,140.0,4.0,formal affair,athletic,gown,9,29.0,2014-11-17,34.0,3,67.0,11,17,2014,0
fit,987995,1310632,125.0,6.0,other,,shift,4,25.0,2016-10-20,,,64.0,10,20,2016,0
fit,785717,1979590,135.0,10.0,formal affair,hourglass,gown,8,33.0,2016-10-17,34.0,3,67.0,10,17,2016,1
fit,965892,858304,115.0,8.0,wedding,petite,dress,8,33.0,2014-08-13,32.0,4,64.0,8,13,2014,0
fit,747101,638318,135.0,8.0,formal affair,pear,gown,16,31.0,2014-02-24,36.0,3,65.0,2,24,2014,0
fit,748686,1982904,106.0,10.0,party,straight & narrow,sheath,4,29.0,2015-12-15,34.0,3,65.0,12,15,2015,1
fit,662782,1791784,,10.0,formal affair,full bust,sheath,20,28.0,2017-06-21,,,68.0,6,21,2017,1
small,710435,129831,130.0,4.0,wedding,athletic,dress,12,31.0,2015-04-27,34.0,3,63.0,4,27,2015,0
large,359788,200393,100.0,6.0,wedding,petite,shift,12,33.0,2013-09-25,34.0,1,60.0,9,25,2013,0
small,187496,1798127,107.0,10.0,wedding,pear,dress,4,28.0,2017-09-11,34.0,2,65.0,9,11,2017,1
fit,379293,533452,145.0,10.0,wedding,athletic,dress,14,33.0,2015-11-24,34.0,3,68.0,11,24,2015,1
fit,187420,2439344,110.0,10.0,party,petite,top,4,27.0,2017-10-23,32.0,4,63.0,10,23,2017,1
fit,19142,138431,110.0,8.0,wedding,athletic,gown,1,30.0,2013-10-28,32.0,2,64.0,10,28,2013,0
fit,956579,123793,122.0,10.0,formal affair,athletic,gown,4,40.0,2013-04-29,34.0,3,69.0,4,29,2013,1
fit,711463,131533,125.0,10.0,formal affair,straight & narrow,gown,8,21.0,2014-06-08,34.0,4,63.0,6,8,2014,1
large,565816,1846864,135.0,10.0,formal affair,hourglass,dress,12,29.0,2017-06-15,34.0,4,64.0,6,15,2017,1
fit,30261,1979533,160.0,8.0,vacation,,dress,16,30.0,2017-12-11,,,70.0,12,11,2017,0
fit,659410,1392841,140.0,10.0,everyday,pear,dress,4,27.0,2016-05-11,32.0,3,65.0,5,11,2016,1
small,231864,992169,125.0,10.0,wedding,petite,dress,8,24.0,2017-11-09,34.0,2,63.0,11,9,2017,1
small,281616,298336,117.0,8.0,date,straight & narrow,sheath,8,32.0,2017-02-08,34.0,2,66.0,2,8,2017,0
fit,819925,1420896,140.0,10.0,formal affair,athletic,gown,8,38.0,2017-07-11,32.0,4,65.0,7,11,2017,1
fit,473561,917461,105.0,10.0,formal affair,petite,dress,1,43.0,2016-01-25,32.0,4,64.0,1,25,2016,1
fit,81853,408994,,10.0,formal affair,pear,dress,28,46.0,2015-10-15,32.0,2,65.0,10,15,2015,1
small,313433,1769705,160.0,8.0,wedding,straight & narrow,sheath,16,33.0,2014-09-08,36.0,3,71.0,9,8,2014,0
fit,36826,1036336,130.0,10.0,party,athletic,dress,4,32.0,2017-05-17,32.0,4,67.0,5,17,2017,1
fit,898714,184374,100.0,10.0,wedding,petite,shift,1,27.0,2014-06-05,,,63.0,6,5,2014,1
small,102909,131533,165.0,10.0,other,hourglass,gown,21,35.0,2015-05-18,34.0,3,70.0,5,18,2015,1
fit,578088,1210991,120.0,8.0,wedding,pear,dress,4,27.0,2016-11-01,34.0,1,65.0,11,1,2016,0
fit,772572,1841448,155.0,10.0,party,pear,dress,14,32.0,2017-05-03,34.0,3,69.0,5,3,2017,1
fit,361309,152662,127.0,10.0,formal affair,athletic,gown,8,39.0,2014-03-27,34.0,2,66.0,3,27,2014,1
fit,232353,1448967,160.0,8.0,date,athletic,maxi,20,35.0,2017-05-01,36.0,2,64.0,5,1,2017,0
small,142992,168012,120.0,10.0,wedding,full bust,dress,4,33.0,2014-10-23,32.0,4,66.0,10,23,2014,1
fit,233093,330238,140.0,10.0,wedding,athletic,sheath,16,34.0,2015-09-03,34.0,3,64.0,9,3,2015,1
fit,465193,1308013,140.0,8.0,wedding,pear,dress,20,30.0,2016-09-09,36.0,3,61.0,9,9,2016,0
fit,78488,542348,135.0,10.0,party,pear,sheath,4,30.0,2017-12-18,,,63.0,12,18,2017,1
fit,832183,694477,114.0,10.0,party,petite,dress,8,42.0,2016-06-15,32.0,3,61.0,6,15,2016,1
fit,392649,2028346,125.0,10.0,work,straight & narrow,sweater,8,32.0,2016-03-23,34.0,2,66.0,3,23,2016,1
fit,429093,233596,220.0,8.0,party,pear,dress,26,42.0,2017-02-20,38.0,2,71.0,2,20,2017,0
fit,810839,619977,,10.0,party,hourglass,dress,20,28.0,2016-03-29,34.0,4,71.0,3,29,2016,1
fit,245229,1630499,130.0,10.0,wedding,hourglass,gown,5,33.0,2014-06-30,34.0,3,66.0,6,30,2014,1
fit,793712,599262,116.0,10.0,work,petite,dress,1,39.0,2017-08-07,32.0,2,60.0,8,7,2017,1
fit,740724,2681264,110.0,10.0,date,straight & narrow,jumpsuit,4,32.0,2015-09-14,32.0,2,64.0,9,14,2015,1
fit,553081,1211562,,10.0,everyday,pear,dress,12,33.0,2016-04-18,34.0,3,65.0,4,18,2016,1
fit,868142,1662825,145.0,10.0,formal affair,pear,sheath,8,24.0,2016-11-06,32.0,2,69.0,11,6,2016,1
fit,328463,709521,110.0,10.0,formal affair,athletic,dress,1,41.0,2017-03-17,32.0,3,63.0,3,17,2017,1
fit,676222,658625,135.0,10.0,work,athletic,dress,12,48.0,2017-06-17,36.0,2,68.0,6,17,2017,1
large,134900,743728,135.0,10.0,everyday,athletic,dress,4,29.0,2017-09-01,34.0,2,67.0,9,1,2017,1
small,8810,166633,120.0,8.0,party,,mini,12,33.0,2015-12-29,,,63.0,12,29,2015,0
small,85642,141548,130.0,8.0,formal affair,athletic,gown,13,36.0,2014-04-15,36.0,2,69.0,4,15,2014,0
large,459872,123793,130.0,10.0,wedding,straight & narrow,gown,9,27.0,2015-01-08,34.0,3,68.0,1,8,2015,1
large,340867,123793,127.0,10.0,wedding,athletic,gown,2,33.0,2014-07-06,34.0,1,67.0,7,6,2014,1
large,442801,523845,160.0,6.0,formal affair,pear,gown,20,39.0,2017-12-10,36.0,3,65.0,12,10,2017,0
fit,491735,709832,122.0,8.0,formal affair,straight & narrow,gown,4,27.0,2015-01-07,34.0,2,64.0,1,7,2015,0
fit,379611,166633,120.0,10.0,party,petite,mini,1,33.0,2014-07-16,32.0,1,63.0,7,16,2014,1
fit,179181,146684,135.0,8.0,formal affair,full bust,gown,1,29.0,2013-11-04,34.0,4,66.0,11,4,2013,0
fit,920616,152662,115.0,10.0,formal affair,straight & narrow,gown,1,30.0,2014-06-05,32.0,2,65.0,6,5,2014,1
small,605249,136110,,10.0,wedding,hourglass,dress,24,38.0,2014-11-10,,,64.0,11,10,2014,1
fit,83400,1697200,115.0,10.0,date,petite,dress,1,28.0,2014-09-27,32.0,1,62.0,9,27,2014,1
fit,466744,763288,122.0,10.0,wedding,straight & narrow,dress,1,34.0,2014-05-26,32.0,3,68.0,5,26,2014,1
fit,925885,146684,135.0,10.0,formal affair,athletic,gown,13,33.0,2012-11-28,36.0,3,67.0,11,28,2012,1
large,655100,174258,200.0,10.0,formal affair,hourglass,dress,28,29.0,2013-04-20,,,67.0,4,20,2013,1
fit,41790,358673,113.0,10.0,work,straight & narrow,dress,1,27.0,2016-11-18,32.0,1,66.0,11,18,2016,1
small,536910,1126241,130.0,10.0,formal affair,straight & narrow,gown,9,26.0,2016-10-10,32.0,1,67.0,10,10,2016,1
fit,440239,2457608,140.0,10.0,everyday,athletic,bomber,14,36.0,2017-09-19,32.0,3,71.0,9,19,2017,1
fit,301404,607037,162.0,10.0,everyday,apple,dress,20,44.0,2017-10-04,36.0,4,63.0,10,4,2017,1
fit,834479,1272718,130.0,8.0,wedding,straight & narrow,maxi,8,27.0,2017-09-14,,,67.0,9,14,2017,0
fit,756783,1821048,150.0,10.0,other,athletic,shirtdress,20,30.0,2017-05-18,34.0,4,69.0,5,18,2017,1
fit,508815,1099530,133.0,10.0,vacation,athletic,shift,8,36.0,2016-04-07,34.0,2,68.0,4,7,2016,1
fit,103390,132738,105.0,10.0,formal affair,petite,gown,1,30.0,2014-05-11,34.0,3,,5,11,2014,1
fit,878124,1714731,155.0,8.0,wedding,pear,gown,16,25.0,2015-01-05,36.0,3,64.0,1,5,2015,0
large,912476,368245,134.0,6.0,everyday,athletic,dress,4,41.0,2016-03-15,34.0,1,67.0,3,15,2016,0
fit,72880,342311,140.0,10.0,formal affair,athletic,dress,14,20.0,2017-01-22,34.0,2,67.0,1,22,2017,1
fit,569364,2720289,130.0,10.0,party,athletic,jumpsuit,12,42.0,2015-12-14,32.0,3,67.0,12,14,2015,1
fit,420731,1783600,90.0,8.0,work,petite,dress,2,30.0,2016-01-26,32.0,2,61.0,1,26,2016,0
fit,275188,1429022,140.0,8.0,wedding,athletic,dress,8,33.0,2015-06-05,34.0,4,66.0,6,5,2015,0
fit,164842,125564,130.0,10.0,formal affair,hourglass,gown,8,33.0,2016-05-11,32.0,3,64.0,5,11,2016,1
large,173574,124204,102.0,8.0,other,athletic,dress,4,40.0,2015-10-27,32.0,4,62.0,10,27,2015,0
fit,714996,1813420,,10.0,work,straight & narrow,sheath,20,44.0,2015-10-20,36.0,3,64.0,10,20,2015,1
large,908960,371022,110.0,10.0,wedding,pear,dress,4,50.0,2017-01-29,34.0,3,63.0,1,29,2017,1
fit,472048,168592,150.0,10.0,wedding,hourglass,gown,24,39.0,2013-05-26,38.0,3,63.0,5,26,2013,1
fit,402646,1610980,120.0,10.0,work,petite,midi,8,40.0,2017-12-06,32.0,4,61.0,12,6,2017,1
fit,289165,1158313,120.0,10.0,formal affair,full bust,dress,4,20.0,2015-09-15,32.0,3,66.0,9,15,2015,1
small,577494,2305405,115.0,8.0,work,athletic,trouser,8,52.0,2018-01-04,34.0,2,64.0,1,4,2018,0
large,797152,143094,,10.0,party,hourglass,dress,8,27.0,2016-10-31,32.0,2,61.0,10,31,2016,1
fit,729910,1826136,130.0,8.0,party,straight & narrow,dress,4,39.0,2016-09-14,34.0,1,67.0,9,14,2016,0
fit,96906,166633,130.0,8.0,other,hourglass,mini,8,24.0,2017-02-09,36.0,4,62.0,2,9,2017,0
large,222898,134849,110.0,6.0,formal affair,hourglass,gown,1,34.0,2014-10-28,32.0,3,63.0,10,28,2014,0
large,457957,1821110,112.0,10.0,other,petite,dress,4,41.0,2016-05-23,32.0,2,62.0,5,23,2016,1
fit,764329,2726766,,10.0,everyday,full bust,pant,26,38.0,2017-12-13,36.0,3,71.0,12,13,2017,1
fit,595694,203856,138.0,10.0,formal affair,athletic,gown,13,27.0,2015-09-20,34.0,3,67.0,9,20,2015,1
fit,891625,185800,115.0,8.0,wedding,petite,maxi,1,34.0,2014-09-05,32.0,2,64.0,9,5,2014,0
fit,955964,1979624,140.0,8.0,party,hourglass,dress,8,24.0,2015-06-16,,,62.0,6,16,2015,0
large,313140,528120,155.0,8.0,work,hourglass,dress,24,33.0,2016-10-05,32.0,4,64.0,10,5,2016,0
fit,148383,921642,165.0,10.0,wedding,athletic,dress,20,31.0,2016-08-31,36.0,3,69.0,8,31,2016,1
fit,521950,194128,140.0,10.0,party,petite,dress,8,28.0,2017-04-03,34.0,2,63.0,4,3,2017,1
small,534110,185182,110.0,8.0,other,petite,shift,4,32.0,2014-07-24,34.0,3,60.0,7,24,2014,0
fit,947567,231716,,10.0,wedding,petite,dress,1,28.0,2017-06-05,32.0,1,62.0,6,5,2017,1
fit,267973,381444,115.0,8.0,everyday,hourglass,dress,8,37.0,2016-08-02,32.0,4,64.0,8,2,2016,0
fit,125947,963476,130.0,10.0,formal affair,pear,sheath,8,24.0,2015-11-19,36.0,2,65.0,11,19,2015,1
small,231198,1839031,130.0,8.0,work,full bust,dress,8,45.0,2017-08-29,34.0,4,68.0,8,29,2017,0
fit,435018,711389,195.0,4.0,wedding,apple,dress,35,32.0,2017-10-15,38.0,3,62.0,10,15,2017,0
fit,219619,1621234,105.0,10.0,party,petite,sheath,1,28.0,2015-05-27,32.0,4,63.0,5,27,2015,1
large,663207,1022354,154.0,6.0,date,pear,dress,20,28.0,2017-09-27,38.0,2,65.0,9,27,2017,0
fit,27674,240208,138.0,10.0,date,athletic,dress,14,30.0,2014-04-24,36.0,2,66.0,4,24,2014,1
large,693632,1251617,,10.0,wedding,,dress,4,36.0,2017-06-27,34.0,1,68.0,6,27,2017,1
fit,965373,1446293,,10.0,wedding,pear,gown,12,37.0,2017-09-15,34.0,2,64.0,9,15,2017,1
large,916410,180843,,10.0,wedding,petite,dress,4,33.0,2012-08-20,34.0,2,62.0,8,20,2012,1
large,649434,2494898,135.0,10.0,work,athletic,jumpsuit,8,37.0,2017-06-07,34.0,1,70.0,6,7,2017,1
fit,23042,637670,125.0,10.0,wedding,straight & narrow,gown,4,33.0,2015-03-13,,,68.0,3,13,2015,1
large,429540,379441,130.0,8.0,everyday,pear,dress,8,33.0,2016-05-10,34.0,2,66.0,5,10,2016,0
large,745078,132135,135.0,8.0,wedding,hourglass,gown,12,28.0,2016-11-28,32.0,3,66.0,11,28,2016,0
fit,952712,163328,150.0,10.0,formal affair,hourglass,gown,25,35.0,2014-08-08,36.0,3,68.0,8,8,2014,1
large,376274,132738,120.0,10.0,formal affair,hourglass,gown,1,22.0,2014-04-27,34.0,2,66.0,4,27,2014,1
fit,869417,1800249,,6.0,other,athletic,dress,16,37.0,2014-11-12,36.0,3,66.0,11,12,2014,0
fit,943690,672419,,10.0,wedding,petite,gown,7,32.0,2017-01-18,,,61.0,1,18,2017,1
fit,717967,696761,,10.0,party,hourglass,dress,32,45.0,2014-11-03,38.0,4,67.0,11,3,2014,1
large,851064,127495,107.0,6.0,other,petite,dress,4,35.0,2014-11-18,32.0,2,62.0,11,18,2014,0
fit,491924,1321174,,8.0,wedding,apple,dress,26,36.0,2017-04-25,,,,4,25,2017,0
fit,187094,416213,130.0,10.0,wedding,straight & narrow,gown,9,28.0,2016-02-10,34.0,2,66.0,2,10,2016,1
fit,571790,1115223,150.0,10.0,date,pear,dress,16,38.0,2017-01-30,36.0,1,72.0,1,30,2017,1
fit,347656,1626903,115.0,8.0,formal affair,straight & narrow,dress,8,49.0,2015-04-13,36.0,1,67.0,4,13,2015,0
small,678803,1624452,132.0,8.0,wedding,petite,gown,8,31.0,2015-10-28,34.0,4,63.0,10,28,2015,0
small,479502,1465348,170.0,8.0,everyday,hourglass,dress,20,29.0,2017-02-13,36.0,4,65.0,2,13,2017,0
fit,221067,167112,,10.0,party,athletic,dress,16,38.0,2014-10-29,,,65.0,10,29,2014,1
small,501443,1000270,116.0,10.0,party,full bust,dress,4,36.0,2016-09-17,34.0,3,62.0,9,17,2016,1
fit,413230,123793,220.0,8.0,formal affair,hourglass,gown,36,32.0,2014-04-02,38.0,4,70.0,4,2,2014,0
fit,561065,799723,125.0,10.0,wedding,athletic,dress,4,25.0,2017-10-10,34.0,3,66.0,10,10,2017,1
fit,684117,1780558,,10.0,everyday,hourglass,dress,20,24.0,2017-04-11,36.0,4,68.0,4,11,2017,1
fit,647498,1861964,140.0,8.0,work,athletic,dress,16,41.0,2017-07-24,34.0,2,64.0,7,24,2017,0
small,941796,585830,120.0,8.0,party,athletic,dress,8,31.0,2015-02-05,34.0,2,64.0,2,5,2015,0
large,231674,1007691,112.0,10.0,wedding,petite,dress,1,27.0,2017-08-08,32.0,3,60.0,8,8,2017,1
fit,25894,123373,,10.0,formal affair,,gown,51,37.0,2017-02-25,38.0,4,66.0,2,25,2017,1
fit,34768,1961311,138.0,10.0,wedding,athletic,gown,9,29.0,2015-11-09,32.0,2,67.0,11,9,2015,1
fit,529183,2213992,123.0,8.0,wedding,petite,romper,8,23.0,2017-12-20,,,63.0,12,20,2017,0
small,842403,921642,123.0,10.0,other,hourglass,dress,14,41.0,2017-04-16,32.0,3,63.0,4,16,2017,1
fit,30885,1378631,155.0,10.0,wedding,athletic,maxi,17,29.0,2015-05-17,36.0,3,68.0,5,17,2015,1
fit,197826,429191,136.0,8.0,wedding,athletic,dress,8,28.0,2015-10-09,34.0,2,64.0,10,9,2015,0
large,177945,132738,150.0,10.0,formal affair,athletic,gown,12,29.0,2015-04-28,36.0,3,65.0,4,28,2015,1
fit,419527,151551,145.0,10.0,wedding,hourglass,sheath,24,42.0,2014-03-08,36.0,4,68.0,3,8,2014,1
fit,809468,1527946,,10.0,wedding,,sheath,12,26.0,2015-11-03,34.0,4,64.0,11,3,2015,1
fit,15150,131698,115.0,10.0,formal affair,hourglass,gown,7,40.0,2016-02-03,34.0,2,62.0,2,3,2016,1
fit,709738,148690,175.0,8.0,other,hourglass,dress,24,54.0,2014-10-27,36.0,2,67.0,10,27,2014,0
fit,11689,384260,120.0,10.0,formal affair,petite,sheath,4,31.0,2015-01-06,34.0,2,64.0,1,6,2015,1
small,658366,345146,140.0,10.0,wedding,,dress,24,32.0,2017-12-05,34.0,4,65.0,12,5,2017,1
fit,8663,1875147,,8.0,wedding,apple,dress,20,32.0,2015-10-15,,,63.0,10,15,2015,0
small,679367,404345,115.0,10.0,date,petite,dress,8,25.0,2017-08-01,32.0,3,62.0,8,1,2017,1
large,748397,2326124,125.0,6.0,everyday,pear,top,4,36.0,2017-08-01,34.0,3,67.0,8,1,2017,0
small,927813,2317885,120.0,8.0,work,petite,skirt,12,29.0,2017-05-24,34.0,3,61.0,5,24,2017,0
