fit,user_id,item_id,weight_lbs,rating,rented_for,body_type,category,size,age,review_date,bust_size_num,bust_size_letter,height_in,review_month,review_day_of_month,review_year,recommend
large,744003,617766,155.0,2.0,party,hourglass,dress,20,28.0,2014-01-17,38.0,3,68.0,1,17,2014,0
fit,335163,137585,140.0,10.0,party,athletic,sheath,8,31.0,2014-03-09,36.0,3,63.0,3,9,2014,1
fit,311389,1582012,196.0,10.0,formal affair,hourglass,gown,39,42.0,2016-04-21,38.0,4,64.0,4,21,2016,1
small,98652,543189,160.0,10.0,formal affair,athletic,gown,17,29.0,2016-12-28,36.0,3,71.0,12,28,2016,1
large,756375,139086,145.0,10.0,formal affair,straight & narrow,gown,13,30.0,2013-01-28,34.0,2,70.0,1,28,2013,1
fit,43195,580060,125.0,10.0,wedding,athletic,gown,9,32.0,2016-01-13,34.0,2,68.0,1,13,2016,1
fit,969226,159395,120.0,10.0,formal affair,pear,gown,4,43.0,2014-03-05,32.0,3,64.0,3,5,2014,1
fit,123307,2696735,155.0,8.0,other,apple,blazer,20,28.0,2014-10-08,36.0,0,67.0,10,8,2014,0
large,863295,2081282,115.0,8.0,everyday,athletic,blouse,4,28.0,2017-09-08,32.0,2,65.0,9,8,2017,0
fit,210086,458919,130.0,10.0,everyday,pear,shirtdress,8,28.0,2016-04-21,34.0,2,65.0,4,21,2016,1
large,470109,700357,130.0,6.0,party,apple,dress,8,28.0,2017-04-09,34.0,4,66.0,4,9,2017,0
fit,354312,187984,139.0,8.0,party,apple,dress,20,33.0,2013-12-05,34.0,4,65.0,12,5,2013,0
small,983815,1897655,110.0,8.0,party,petite,dress,12,35.0,2016-09-26,34.0,2,61.0,9,26,2016,0
fit,704632,1655531,153.0,8.0,other,athletic,maxi,14,31.0,2016-02-17,34.0,2,68.0,2,17,2016,0
fit,395307,1213427,145.0,10.0,wedding,athletic,gown,12,28.0,2015-05-26,36.0,3,63.0,5,26,2015,1
fit,592633,671410,135.0,10.0,work,hourglass,dress,12,33.0,2017-11-28,34.0,4,64.0,11,28,2017,1
large,324826,2936752,175.0,8.0,everyday,athletic,top,16,39.0,2017-09-18,34.0,3,67.0,9,18,2017,0
small,736771,145906,150.0,10.0,formal affair,pear,gown,28,27.0,2015-01-22,36.0,2,66.0,1,22,2015,1
fit,228292,1000270,138.0,10.0,party,pear,dress,12,31.0,2015-06-22,34.0,2,66.0,6,22,2015,1
fit,652464,575727,180.0,10.0,party,hourglass,sheath,28,29.0,2017-11-25,36.0,5,71.0,11,25,2017,1
fit,679739,1596783,134.0,10.0,formal affair,straight & narrow,dress,8,42.0,2017-07-05,32.0,2,67.0,7,5,2017,1
fit,704951,939721,144.0,8.0,wedding,apple,dress,12,64.0,2016-11-21,36.0,3,67.0,11,21,2016,0
fit,397383,693185,165.0,10.0,formal affair,athletic,sheath,16,24.0,2016-03-02,34.0,4,72.0,3,2,2016,1
small,448775,329400,150.0,8.0,wedding,hourglass,dress,24,40.0,2017-09-18,36.0,3,67.0,9,18,2017,0
fit,990194,2281299,200.0,10.0,party,hourglass,tank,28,32.0,2016-11-04,38.0,3,67.0,11,4,2016,1
small,185379,172027,115.0,8.0,formal affair,petite,dress,4,35.0,2013-05-20,34.0,2,60.0,5,20,2013,0
small,182012,1967775,120.0,10.0,everyday,straight & narrow,dress,12,50.0,2016-03-10,34.0,3,64.0,3,10,2016,1
fit,852801,1800440,160.0,8.0,formal affair,apple,dress,20,24.0,2014-11-21,34.0,4,69.0,11,21,2014,0
fit,99252,1614071,250.0,10.0,party,hourglass,sheath,45,33.0,2014-12-01,40.0,8,63.0,12,1,2014,1
small,397407,1695878,118.0,8.0,wedding,petite,dress,8,31.0,2015-05-27,34.0,2,64.0,5,27,2015,0
small,393035,1567172,115.0,8.0,party,petite,dress,8,43.0,2016-11-09,36.0,4,61.0,11,9,2016,0
fit,952262,188052,130.0,10.0,wedding,hourglass,maxi,12,30.0,2015-09-14,36.0,2,65.0,9,14,2015,1
large,290026,269371,103.0,8.0,party,petite,shift,1,32.0,2017-05-28,32.0,2,62.0,5,28,2017,0
fit,334305,2083361,125.0,10.0,everyday,pear,top,8,31.0,2017-06-06,32.0,2,61.0,6,6,2017,1
large,378361,1028330,108.0,8.0,date,pear,dress,1,29.0,2016-03-27,32.0,2,66.0,3,27,2016,0
fit,955487,2842792,150.0,10.0,work,hourglass,top,16,38.0,2017-12-24,34.0,2,65.0,12,24,2017,1
fit,205819,126335,150.0,8.0,wedding,pear,dress,24,31.0,2013-01-15,36.0,2,63.0,1,15,2013,0
fit,18137,144585,117.0,10.0,party,straight & narrow,dress,8,44.0,2013-12-16,34.0,3,65.0,12,16,2013,1
large,656468,869052,145.0,4.0,everyday,pear,dress,12,34.0,2017-06-06,34.0,4,67.0,6,6,2017,0
large,219782,240137,130.0,10.0,vacation,pear,dress,8,31.0,2015-10-02,32.0,3,66.0,10,2,2015,1
fit,315776,1144308,190.0,10.0,other,hourglass,sheath,39,53.0,2016-02-25,38.0,4,65.0,2,25,2016,1
fit,630620,1924247,150.0,10.0,party,athletic,dress,16,36.0,2015-12-18,34.0,4,67.0,12,18,2015,1
large,536340,1788819,110.0,8.0,vacation,petite,dress,8,57.0,2017-08-29,34.0,2,62.0,8,29,2017,0
fit,681467,1413486,125.0,8.0,work,athletic,dress,12,63.0,2016-04-17,34.0,2,65.0,4,17,2016,0
fit,343498,2710989,140.0,10.0,everyday,athletic,skirt,12,33.0,2016-11-03,34.0,2,68.0,11,3,2016,1
large,104425,1996590,101.0,6.0,party,petite,romper,1,29.0,2014-06-30,32.0,0,60.0,6,30,2014,0
fit,768673,1589928,120.0,10.0,date,athletic,sheath,4,28.0,2016-12-01,30.0,4,64.0,12,1,2016,1
fit,178484,1404676,175.0,10.0,wedding,pear,dress,24,31.0,2017-09-21,36.0,2,67.0,9,21,2017,1
fit,624633,1017773,125.0,8.0,party,athletic,dress,1,32.0,2017-11-03,32.0,3,67.0,11,3,2017,0
fit,553336,1787191,165.0,8.0,party,hourglass,sheath,20,37.0,2017-06-15,38.0,3,67.0,6,15,2017,0
fit,349774,2904743,165.0,10.0,party,athletic,jacket,14,27.0,2016-11-14,36.0,2,72.0,11,14,2016,1
small,833103,172027,117.0,8.0,wedding,straight & narrow,dress,4,32.0,2015-06-09,32.0,2,67.0,6,9,2015,0
small,685050,1091440,180.0,6.0,party,hourglass,maxi,20,33.0,2017-10-20,34.0,4,65.0,10,20,2017,0
small,663416,1462172,130.0,10.0,wedding,petite,dress,8,24.0,2017-08-07,32.0,3,61.0,8,7,2017,1
fit,73610,1110676,150.0,10.0,formal affair,athletic,maxi,16,40.0,2017-05-16,34.0,5,69.0,5,16,2017,1
fit,97338,1567172,105.0,10.0,wedding,petite,dress,4,32.0,2016-08-07,32.0,2,63.0,8,7,2016,1
small,311254,1650899,150.0,10.0,other,pear,dress,16,28.0,2017-11-28,34.0,0,67.0,11,28,2017,1
small,634115,2158754,125.0,10.0,party,athletic,jumpsuit,8,34.0,2017-08-11,34.0,3,65.0,8,11,2017,1
fit,761246,1110928,165.0,10.0,party,apple,sheath,28,55.0,2016-11-08,36.0,2,71.0,11,8,2016,1
fit,591979,293358,170.0,8.0,wedding,pear,dress,24,16.0,2017-04-20,36.0,3,60.0,4,20,2017,0
fit,579770,1252971,115.0,8.0,work,hourglass,dress,4,55.0,2017-11-16,34.0,3,63.0,11,16,2017,0
fit,833675,1619658,130.0,10.0,formal affair,athletic,gown,5,34.0,2017-09-28,34.0,3,69.0,9,28,2017,1
large,196747,1698166,110.0,8.0,wedding,hourglass,dress,1,28.0,2017-02-16,34.0,2,65.0,2,16,2017,0
fit,528077,255476,108.0,10.0,wedding,hourglass,dress,1,29.0,2016-07-05,32.0,3,63.0,7,5,2016,1
fit,522645,127865,120.0,10.0,wedding,petite,gown,1,31.0,2015-07-26,32.0,5,65.0,7,26,2015,1
fit,520552,580060,160.0,10.0,wedding,full bust,gown,21,30.0,2016-04-02,36.0,4,70.0,4,2,2016,1
fit,594060,1774524,130.0,10.0,wedding,hourglass,dress,8,28.0,2017-02-21,34.0,2,69.0,2,21,2017,1
fit,753165,1174940,120.0,10.0,other,hourglass,dress,8,32.0,2017-06-06,32.0,4,67.0,6,6,2017,1
fit,7357,835908,160.0,8.0,other,hourglass,dress,12,31.0,2016-06-29,36.0,2,73.0,6,29,2016,0
fit,193459,128959,135.0,10.0,formal affair,athletic,gown,8,28.0,2014-05-06,36.0,2,64.0,5,6,2014,1
fit,223478,334588,111.0,8.0,wedding,hourglass,dress,4,29.0,2015-02-24,32.0,4,61.0,2,24,2015,0
fit,830944,136110,120.0,8.0,other,hourglass,dress,8,28.0,2014-06-12,32.0,0,64.0,6,12,2014,0
small,516206,751867,135.0,6.0,work,straight & narrow,sheath,20,61.0,2017-09-15,32.0,4,66.0,9,15,2017,0
small,506684,1366101,128.0,10.0,date,petite,shift,8,26.0,2016-02-17,34.0,2,61.0,2,17,2016,1
fit,407030,1257871,125.0,10.0,work,straight & narrow,dress,8,43.0,2017-06-26,34.0,2,64.0,6,26,2017,1
fit,11620,123793,120.0,10.0,wedding,athletic,gown,8,35.0,2014-05-17,34.0,4,66.0,5,17,2014,1
large,724616,129831,140.0,8.0,other,athletic,dress,16,34.0,2015-08-04,36.0,2,64.0,8,4,2015,0
fit,650502,725296,130.0,8.0,party,petite,dress,20,41.0,2017-09-09,34.0,3,61.0,9,9,2017,0
fit,381978,1550255,100.0,8.0,other,hourglass,sheath,4,35.0,2015-03-25,32.0,0,62.0,3,25,2015,0
fit,645796,864299,145.0,10.0,formal affair,hourglass,gown,16,57.0,2016-01-15,34.0,3,64.0,1,15,2016,1
fit,753076,1673815,120.0,10.0,work,pear,dress,1,42.0,2016-02-05,32.0,0,65.0,2,5,2016,1
fit,943799,958617,125.0,10.0,work,petite,dress,8,36.0,2016-12-17,34.0,2,62.0,12,17,2016,1
fit,222801,146684,155.0,10.0,formal affair,hourglass,gown,20,45.0,2012-11-23,36.0,3,67.0,11,23,2012,1
large,546640,887454,135.0,10.0,party,athletic,dress,4,26.0,2016-10-04,34.0,2,67.0,10,4,2016,1
fit,441632,2840984,140.0,10.0,everyday,straight & narrow,top,14,32.0,2017-06-21,34.0,2,68.0,6,21,2017,1
small,716346,2146328,150.0,8.0,everyday,pear,jacket,16,26.0,2016-11-17,32.0,2,70.0,11,17,2016,0
small,954767,1076484,125.0,6.0,wedding,petite,dress,1,27.0,2015-08-25,32.0,3,62.0,8,25,2015,0
fit,787644,2835610,155.0,10.0,everyday,hourglass,jacket,20,32.0,2017-11-16,34.0,4,65.0,11,16,2017,1
fit,991902,2622455,124.0,10.0,party,straight & narrow,top,8,30.0,2018-01-03,32.0,4,64.0,1,3,2018,1
fit,109419,2141414,139.0,10.0,everyday,hourglass,top,14,48.0,2016-12-06,34.0,3,67.0,12,6,2016,1
fit,336511,976594,148.0,10.0,everyday,hourglass,maxi,8,29.0,2017-05-26,34.0,3,65.0,5,26,2017,1
fit,543624,870184,125.0,10.0,wedding,hourglass,dress,8,29.0,2017-05-24,32.0,4,62.0,5,24,2017,1
large,197403,2521310,120.0,4.0,everyday,straight & narrow,cardigan,4,40.0,2016-04-28,34.0,0,64.0,4,28,2016,0
fit,60451,130727,160.0,10.0,party,hourglass,dress,28,31.0,2014-02-25,38.0,3,64.0,2,25,2014,1
fit,252670,716777,135.0,10.0,wedding,athletic,dress,8,31.0,2016-06-06,34.0,0,66.0,6,6,2016,1
fit,667428,1783600,135.0,8.0,other,hourglass,dress,14,42.0,2017-11-06,36.0,3,67.0,11,6,2017,0
fit,411585,1729232,140.0,10.0,wedding,hourglass,gown,16,42.0,2017-09-23,34.0,5,63.0,9,23,2017,1
small,335894,1528722,155.0,8.0,party,straight & narrow,dress,12,26.0,2017-03-11,32.0,3,73.0,3,11,2017,0
fit,812433,1158313,135.0,10.0,other,petite,dress,12,40.0,2015-04-30,36.0,2,63.0,4,30,2015,1
fit,859540,443464,127.0,8.0,wedding,athletic,dress,8,46.0,2016-06-15,32.0,3,65.0,6,15,2016,0
fit,396028,1654826,145.0,8.0,work,hourglass,dress,24,47.0,2017-05-01,36.0,4,66.0,5,1,2017,0
large,813955,1343855,180.0,10.0,work,athletic,dress,20,31.0,2016-05-18,36.0,4,70.0,5,18,2016,1
fit,937196,2548121,135.0,10.0,everyday,pear,jumpsuit,4,21.0,2016-09-22,36.0,3,66.0,9,22,2016,1
fit,602305,2830897,125.0,6.0,everyday,straight & narrow,jacket,8,35.0,2016-10-27,32.0,4,68.0,10,27,2016,0
fit,40016,160612,110.0,10.0,party,straight & narrow,dress,1,29.0,2015-08-18,32.0,0,66.0,8,18,2015,1
fit,421960,851692,130.0,10.0,other,athletic,dress,8,41.0,2016-11-09,32.0,4,65.0,11,9,2016,1
fit,782048,142179,180.0,10.0,formal affair,hourglass,gown,28,40.0,2012-09-23,34.0,4,64.0,9,23,2012,1
fit,579656,1110122,189.0,10.0,wedding,hourglass,gown,29,38.0,2016-04-25,36.0,3,66.0,4,25,2016,1
fit,898713,944766,135.0,10.0,other,petite,sheath,8,28.0,2017-06-09,32.0,5,60.0,6,9,2017,1
large,2748,1428822,135.0,10.0,work,straight & narrow,dress,16,29.0,2016-08-21,34.0,2,68.0,8,21,2016,1
fit,149164,1584972,174.0,10.0,everyday,hourglass,dress,24,53.0,2017-02-26,34.0,4,72.0,2,26,2017,1
fit,566967,670966,120.0,8.0,work,straight & narrow,dress,8,56.0,2016-05-27,36.0,0,64.0,5,27,2016,0
fit,292480,193361,160.0,10.0,party,hourglass,dress,8,33.0,2012-10-25,34.0,4,62.0,10,25,2012,1
small,591988,313568,135.0,8.0,work,hourglass,dress,12,40.0,2016-11-18,34.0,2,66.0,11,18,2016,0
small,114474,136110,135.0,8.0,party,hourglass,dress,20,37.0,2014-01-15,38.0,2,62.0,1,15,2014,0
small,395563,928312,132.0,8.0,date,hourglass,dress,12,40.0,2017-03-13,34.0,4,67.0,3,13,2017,0
fit,528339,1108814,125.0,8.0,date,petite,dress,8,31.0,2016-02-10,34.0,3,62.0,2,10,2016,0
fit,277507,1610867,115.0,10.0,party,hourglass,dress,1,35.0,2018-01-03,32.0,4,67.0,1,3,2018,1
small,582897,149459,130.0,10.0,wedding,straight & narrow,sheath,8,32.0,2014-12-17,34.0,2,68.0,12,17,2014,1
small,478586,1773356,165.0,10.0,other,pear,gown,20,24.0,2017-05-13,36.0,3,65.0,5,13,2017,1
fit,255715,1378631,150.0,10.0,wedding,straight & narrow,maxi,12,32.0,2017-01-11,34.0,0,69.0,1,11,2017,1
fit,768250,152662,135.0,8.0,formal affair,hourglass,gown,13,37.0,2013-10-20,34.0,2,68.0,10,20,2013,0
fit,809337,2441719,158.0,10.0,work,hourglass,top,20,29.0,2017-11-11,34.0,3,65.0,11,11,2017,1
fit,818141,2716360,125.0,10.0,everyday,hourglass,coat,12,48.0,2016-12-19,34.0,4,64.0,12,19,2016,1
fit,349774,1021482,165.0,6.0,wedding,athletic,dress,16,27.0,2016-11-14,36.0,2,72.0,11,14,2016,0
fit,463665,1180533,120.0,10.0,party,athletic,dress,8,54.0,2014-12-22,34.0,2,67.0,12,22,2014,1
fit,792289,183200,140.0,8.0,wedding,athletic,dress,12,29.0,2014-09-05,34.0,4,64.0,9,5,2014,0
fit,599396,360595,120.0,10.0,wedding,petite,gown,16,40.0,2016-09-06,36.0,3,63.0,9,6,2016,1
large,392357,1842792,125.0,6.0,formal affair,hourglass,gown,8,29.0,2017-09-27,34.0,0,65.0,9,27,2017,0
fit,833675,160346,130.0,10.0,work,athletic,dress,4,34.0,2016-03-31,34.0,3,69.0,3,31,2016,1
large,749104,408994,150.0,10.0,wedding,hourglass,dress,12,32.0,2015-10-26,36.0,3,67.0,10,26,2015,1
small,908711,1807257,125.0,8.0,other,pear,dress,4,48.0,2017-07-02,34.0,0,67.0,7,2,2017,0
fit,264262,1361906,140.0,10.0,formal affair,athletic,dress,8,41.0,2017-08-10,32.0,2,67.0,8,10,2017,1
fit,425980,1063761,140.0,6.0,party,hourglass,sheath,8,32.0,2015-08-05,36.0,3,63.0,8,5,2015,0
fit,381092,1687082,155.0,10.0,work,full bust,gown,24,26.0,2016-04-13,36.0,4,65.0,4,13,2016,1
fit,23982,1980086,113.0,10.0,wedding,straight & narrow,gown,1,28.0,2017-01-30,34.0,3,66.0,1,30,2017,1
fit,883369,1334728,130.0,10.0,wedding,athletic,dress,1,32.0,2017-05-08,32.0,3,63.0,5,8,2017,1
fit,620169,1108814,150.0,6.0,party,hourglass,dress,26,44.0,2014-03-26,36.0,3,65.0,3,26,2014,0
fit,171302,1497935,117.0,10.0,wedding,athletic,dress,4,25.0,2017-06-01,34.0,2,64.0,6,1,2017,1
fit,576533,1523882,115.0,10.0,party,petite,sheath,4,29.0,2017-05-02,34.0,2,62.0,5,2,2017,1
fit,339899,2567610,143.0,10.0,vacation,athletic,romper,12,26.0,2017-10-16,34.0,4,65.0,10,16,2017,1
small,197065,588814,107.0,10.0,wedding,petite,gown,8,27.0,2017-09-21,32.0,3,62.0,9,21,2017,1
small,815942,1316404,120.0,4.0,party,hourglass,sheath,4,27.0,2016-04-13,34.0,3,66.0,4,13,2016,0
fit,4773,1752724,110.0,10.0,date,petite,dress,4,39.0,2017-04-02,32.0,0,63.0,4,2,2017,1
fit,323562,135750,155.0,10.0,vacation,hourglass,shift,20,29.0,2013-11-12,36.0,2,66.0,11,12,2013,1
fit,192107,657626,125.0,10.0,vacation,petite,dress,8,30.0,2017-04-30,34.0,2,62.0,4,30,2017,1
large,353565,168610,185.0,10.0,formal affair,pear,gown,25,35.0,2014-04-30,36.0,2,72.0,4,30,2014,1
fit,872145,730008,140.0,10.0,wedding,hourglass,dress,8,31.0,2014-10-26,36.0,3,69.0,10,26,2014,1
fit,4318,1116585,135.0,10.0,other,straight & narrow,gown,8,32.0,2016-09-10,36.0,2,67.0,9,10,2016,1
small,907296,1250402,135.0,6.0,party,straight & narrow,shift,4,34.0,2016-02-22,34.0,2,70.0,2,22,2016,0
fit,356134,241461,140.0,10.0,other,pear,dress,4,25.0,2016-07-11,32.0,3,64.0,7,11,2016,1
fit,974571,187164,136.0,8.0,party,athletic,dress,14,44.0,2015-04-28,34.0,4,66.0,4,28,2015,0
fit,800124,1075242,165.0,10.0,party,apple,dress,24,40.0,2017-12-03,34.0,5,67.0,12,3,2017,1
fit,73372,1354920,124.0,10.0,date,athletic,dress,8,38.0,2016-07-10,34.0,3,67.0,7,10,2016,1
fit,8033,2543997,146.0,10.0,other,hourglass,romper,8,27.0,2016-02-11,34.0,2,63.0,2,11,2016,1
fit,450522,2805241,135.0,10.0,everyday,athletic,sweater,14,37.0,2016-11-07,34.0,3,64.0,11,7,2016,1
fit,202985,130259,185.0,10.0,party,athletic,dress,20,37.0,2014-03-01,38.0,2,69.0,3,1,2014,1
fit,691287,1645046,150.0,8.0,other,hourglass,dress,12,29.0,2016-10-10,36.0,5,69.0,10,10,2016,0
small,39020,147594,160.0,4.0,party,full bust,shift,24,31.0,2014-03-06,38.0,4,65.0,3,6,2014,0
fit,268351,1698815,120.0,8.0,party,straight & narrow,sheath,8,33.0,2017-09-19,34.0,0,65.0,9,19,2017,0
fit,749899,1687082,120.0,10.0,wedding,athletic,gown,8,27.0,2017-09-27,34.0,4,63.0,9,27,2017,1
fit,515153,1664350,125.0,10.0,date,hourglass,dress,8,29.0,2017-02-06,34.0,3,63.0,2,6,2017,1
fit,595614,187477,125.0,10.0,other,athletic,dress,4,48.0,2013-06-18,34.0,3,64.0,6,18,2013,1
fit,89541,1793377,128.0,10.0,wedding,athletic,sheath,4,31.0,2016-11-30,32.0,3,67.0,11,30,2016,1
fit,320066,1279089,160.0,8.0,work,hourglass,dress,20,45.0,2017-09-25,36.0,5,65.0,9,25,2017,0
small,957319,2145316,145.0,8.0,work,athletic,top,14,26.0,2017-11-09,34.0,3,68.0,11,9,2017,0
fit,340556,125424,135.0,6.0,party,straight & narrow,dress,4,33.0,2015-01-05,32.0,2,67.0,1,5,2015,0
large,736093,733561,167.0,8.0,wedding,pear,shift,16,34.0,2017-10-04,36.0,3,68.0,10,4,2017,0
small,388992,613085,132.0,8.0,other,pear,dress,14,47.0,2015-12-01,32.0,4,67.0,12,1,2015,0
fit,881924,2064568,130.0,10.0,party,hourglass,legging,8,29.0,2016-04-16,34.0,3,67.0,4,16,2016,1
fit,598450,126335,175.0,10.0,other,hourglass,dress,28,34.0,2017-06-11,32.0,4,60.0,6,11,2017,1
fit,673807,1496861,160.0,10.0,wedding,pear,sheath,14,28.0,2016-07-26,34.0,2,65.0,7,26,2016,1
fit,985810,484069,138.0,10.0,work,hourglass,dress,8,28.0,2017-01-25,34.0,3,64.0,1,25,2017,1
fit,747323,1446293,155.0,10.0,wedding,hourglass,gown,16,33.0,2016-07-11,34.0,4,68.0,7,11,2016,1
fit,982249,1698166,115.0,10.0,other,athletic,dress,4,33.0,2017-04-25,32.0,2,62.0,4,25,2017,1
large,406567,2202458,135.0,6.0,everyday,straight & narrow,romper,12,27.0,2017-09-05,32.0,2,70.0,9,5,2017,0
fit,139855,269172,129.0,10.0,date,hourglass,sheath,8,35.0,2017-12-01,32.0,4,63.0,12,1,2017,1
fit,824787,2708578,164.0,10.0,everyday,hourglass,top,14,40.0,2017-07-10,34.0,5,68.0,7,10,2017,1
fit,391304,1018841,178.0,10.0,wedding,hourglass,frock,24,29.0,2014-08-02,36.0,4,69.0,8,2,2014,1
fit,598432,126335,160.0,8.0,party,apple,dress,24,33.0,2014-01-02,38.0,4,66.0,1,2,2014,0
fit,15268,1185240,120.0,10.0,formal affair,straight & narrow,dress,8,33.0,2017-10-17,32.0,4,65.0,10,17,2017,1
fit,419701,1017773,190.0,10.0,party,athletic,dress,24,24.0,2017-12-06,36.0,2,72.0,12,6,2017,1
fit,818141,1719221,125.0,8.0,party,hourglass,sheath,16,48.0,2016-01-25,34.0,4,64.0,1,25,2016,0
fit,56188,1541730,135.0,10.0,party,petite,dress,8,30.0,2016-10-06,34.0,2,64.0,10,6,2016,1
large,165893,889239,145.0,10.0,party,hourglass,sheath,12,39.0,2013-12-17,34.0,4,63.0,12,17,2013,1
fit,124143,1384766,153.0,10.0,party,hourglass,sheath,12,32.0,2016-05-02,34.0,4,65.0,5,2,2016,1
fit,900541,2517143,130.0,10.0,other,hourglass,jacket,4,50.0,2016-11-22,36.0,5,63.0,11,22,2016,1
fit,698228,1008562,135.0,10.0,wedding,athletic,gown,12,25.0,2017-06-28,36.0,4,63.0,6,28,2017,1
large,609775,2957481,130.0,6.0,everyday,hourglass,top,8,32.0,2015-12-02,34.0,3,66.0,12,2,2015,0
fit,32925,394079,122.0,10.0,party,straight & narrow,maxi,4,26.0,2017-06-19,34.0,2,67.0,6,19,2017,1
large,830803,2492236,135.0,8.0,everyday,hourglass,top,14,30.0,2017-04-08,36.0,3,67.0,4,8,2017,0
fit,620805,1179225,140.0,10.0,work,pear,dress,12,33.0,2017-12-15,34.0,2,67.0,12,15,2017,1
fit,451709,2130962,143.0,10.0,party,athletic,jacket,14,54.0,2016-11-12,34.0,4,69.0,11,12,2016,1
large,92490,1795313,160.0,8.0,wedding,hourglass,maxi,20,34.0,2016-10-07,36.0,2,66.0,10,7,2016,0
fit,383908,172027,110.0,10.0,party,petite,dress,1,31.0,2014-07-12,32.0,2,62.0,7,12,2014,1
fit,151944,2376757,145.0,10.0,work,athletic,sweater,20,27.0,2017-11-17,34.0,2,69.0,11,17,2017,1
fit,731373,1882156,140.0,10.0,wedding,athletic,gown,9,31.0,2016-08-17,36.0,2,69.0,8,17,2016,1
fit,996861,1584000,120.0,10.0,wedding,hourglass,dress,4,33.0,2016-08-23,32.0,4,65.0,8,23,2016,1
fit,359031,2503472,145.0,10.0,everyday,pear,tank,8,26.0,2015-06-22,34.0,2,68.0,6,22,2015,1
fit,9519,683251,148.0,10.0,everyday,apple,dress,16,46.0,2015-11-30,34.0,4,64.0,11,30,2015,1
fit,497658,2747774,155.0,6.0,everyday,hourglass,top,14,29.0,2017-03-15,34.0,4,63.0,3,15,2017,0
fit,481786,695314,155.0,10.0,date,hourglass,dress,14,40.0,2017-10-09,34.0,3,67.0,10,9,2017,1
fit,160450,1269149,150.0,10.0,wedding,athletic,gown,16,30.0,2016-11-09,34.0,4,65.0,11,9,2016,1
fit,34885,780217,116.0,10.0,everyday,full bust,dress,8,40.0,2016-05-07,34.0,4,65.0,5,7,2016,1
fit,992421,1138140,105.0,10.0,other,petite,dress,1,33.0,2017-11-12,32.0,0,62.0,11,12,2017,1
fit,766301,686720,135.0,8.0,party,hourglass,dress,8,54.0,2015-05-13,34.0,4,67.0,5,13,2015,0
fit,378981,307233,135.0,10.0,work,athletic,dress,12,54.0,2018-01-03,34.0,2,67.0,1,3,2018,1
fit,375660,2244325,155.0,10.0,everyday,hourglass,turtleneck,14,37.0,2017-11-13,34.0,3,66.0,11,13,2017,1
fit,25467,2554847,155.0,10.0,work,hourglass,jumpsuit,16,55.0,2017-06-15,36.0,3,65.0,6,15,2017,1
fit,191568,1939936,180.0,10.0,formal affair,hourglass,gown,28,32.0,2017-10-06,36.0,4,64.0,10,6,2017,1
fit,228141,126335,145.0,10.0,wedding,hourglass,dress,16,33.0,2015-03-25,36.0,3,63.0,3,25,2015,1
fit,193781,826672,150.0,8.0,formal affair,pear,dress,8,28.0,2017-05-31,34.0,2,70.0,5,31,2017,0
fit,16937,1493246,120.0,2.0,wedding,pear,dress,4,28.0,2016-06-21,32.0,3,68.0,6,21,2016,0
fit,597639,1451390,125.0,10.0,wedding,straight & narrow,maxi,4,0.0,2017-05-14,34.0,2,67.0,5,14,2017,1
fit,360456,1621234,120.0,10.0,date,petite,sheath,8,27.0,2016-02-29,34.0,2,62.0,2,29,2016,1
fit,464562,1729232,140.0,10.0,formal affair,athletic,gown,20,40.0,2015-02-17,36.0,3,65.0,2,17,2015,1
fit,153549,1296364,150.0,10.0,everyday,pear,dress,12,22.0,2017-08-07,34.0,3,68.0,8,7,2017,1
large,835439,335811,110.0,8.0,party,hourglass,dress,4,34.0,2017-12-06,32.0,2,62.0,12,6,2017,0
fit,562274,144585,145.0,10.0,other,hourglass,dress,16,30.0,2014-03-22,34.0,3,67.0,3,22,2014,1
small,181023,1057664,145.0,10.0,party,athletic,dress,16,29.0,2016-09-22,34.0,2,67.0,9,22,2016,1
fit,83300,2955585,165.0,10.0,wedding,athletic,skirt,24,31.0,2015-10-04,32.0,3,71.0,10,4,2015,1
fit,411007,1845636,135.0,8.0,wedding,pear,dress,12,28.0,2014-07-08,36.0,2,66.0,7,8,2014,0
fit,40809,466944,165.0,10.0,wedding,hourglass,gown,20,33.0,2016-11-14,36.0,3,70.0,11,14,2016,1
large,602662,1444142,160.0,6.0,formal affair,athletic,dress,12,35.0,2015-03-06,34.0,4,66.0,3,6,2015,0
fit,486471,2792945,135.0,10.0,everyday,hourglass,top,14,32.0,2016-10-02,36.0,2,62.0,10,2,2016,1
fit,35611,1378631,130.0,10.0,wedding,straight & narrow,maxi,9,29.0,2016-06-06,32.0,3,66.0,6,6,2016,1
fit,833449,131698,160.0,10.0,wedding,hourglass,gown,16,33.0,2014-05-29,36.0,3,70.0,5,29,2014,1
fit,143806,963476,120.0,10.0,party,straight & narrow,sheath,4,28.0,2014-07-28,32.0,2,67.0,7,28,2014,1
large,630850,2609834,108.0,10.0,other,straight & narrow,tunic,8,26.0,2016-03-15,34.0,2,64.0,3,15,2016,1
fit,895962,166633,130.0,10.0,wedding,pear,mini,8,27.0,2016-07-02,32.0,2,62.0,7,2,2016,1
fit,208945,197391,144.0,10.0,work,hourglass,dress,12,53.0,2015-08-19,34.0,3,67.0,8,19,2015,1
