fit,user_id,item_id,weight_lbs,rating,rented_for,body_type,category,size,age,review_date,bust_size_num,bust_size_letter,height_in,review_month,review_day_of_month,review_year,recommend
fit,52469,720017,120.0,10.0,party,hourglass,dress,14,60.0,2017-05-28,36.0,3,64.0,5,28,2017,1
fit,918534,1257763,,10.0,party,hourglass,dress,14,33.0,2016-06-22,36.0,3,67.0,6,22,2016,1
fit,344988,694477,,10.0,wedding,hourglass,dress,14,40.0,2015-11-03,36.0,4,72.0,11,3,2015,1
fit,68198,1746190,185.0,10.0,other,hourglass,dress,24,30.0,2016-04-07,34.0,4,69.0,4,7,2016,1
fit,150479,276603,,10.0,work,athletic,dress,28,36.0,2017-09-21,36.0,4,68.0,9,21,2017,1
fit,94420,1160073,144.0,10.0,everyday,full bust,shift,16,41.0,2017-04-20,,,65.0,4,20,2017,1
fit,141847,370717,130.0,8.0,wedding,full bust,dress,4,29.0,2016-11-27,32.0,4,63.0,11,27,2016,0
fit,772471,725242,120.0,10.0,vacation,hourglass,dress,4,29.0,2015-10-25,34.0,3,64.0,10,25,2015,1
fit,519275,1955352,145.0,10.0,wedding,hourglass,dress,14,30.0,2017-10-10,34.0,2,70.0,10,10,2017,1
fit,690995,501519,155.0,10.0,formal affair,pear,gown,13,27.0,2017-01-31,34.0,4,70.0,1,31,2017,1
fit,715186,2837884,125.0,10.0,everyday,hourglass,jacket,8,47.0,2016-10-26,32.0,3,67.0,10,26,2016,1
fit,915717,1453669,,8.0,date,pear,dress,45,30.0,2015-01-13,38.0,3,71.0,1,13,2015,0
fit,749550,272388,150.0,8.0,wedding,hourglass,dress,12,34.0,2016-12-13,34.0,4,61.0,12,13,2016,0
fit,624315,1157136,,10.0,party,,dress,16,25.0,2017-07-21,32.0,3,67.0,7,21,2017,1
fit,797971,1731468,160.0,8.0,wedding,pear,gown,28,36.0,2017-06-04,38.0,2,66.0,6,4,2017,0
fit,783023,887454,115.0,10.0,other,hourglass,dress,4,30.0,2015-05-31,34.0,3,64.0,5,31,2015,1
fit,360573,2553295,128.0,10.0,party,athletic,romper,8,27.0,2016-08-31,36.0,2,64.0,8,31,2016,1
fit,160331,124553,135.0,10.0,party,straight & narrow,dress,8,26.0,2017-01-30,34.0,2,70.0,1,30,2017,1
fit,211374,123793,127.0,10.0,other,pear,gown,5,28.0,2015-12-01,32.0,2,65.0,12,1,2015,1
fit,309261,2917165,131.0,10.0,everyday,hourglass,jacket,16,46.0,2016-11-10,34.0,4,64.0,11,10,2016,1
small,856210,135459,135.0,4.0,wedding,hourglass,dress,16,106.0,2014-07-06,34.0,3,68.0,7,6,2014,0
fit,290996,1150596,125.0,10.0,formal affair,hourglass,dress,8,38.0,2016-10-22,34.0,3,60.0,10,22,2016,1
fit,804193,141688,130.0,10.0,formal affair,hourglass,gown,8,23.0,2014-11-02,32.0,4,67.0,11,2,2014,1
fit,783561,166006,150.0,10.0,formal affair,athletic,gown,25,25.0,2013-04-12,36.0,4,65.0,4,12,2013,1
small,890745,1992625,152.0,6.0,party,pear,shift,16,44.0,2016-08-08,36.0,2,64.0,8,8,2016,0
fit,936249,147594,125.0,10.0,wedding,pear,shift,12,33.0,2015-05-04,34.0,2,62.0,5,4,2015,1
fit,754765,808736,135.0,10.0,work,hourglass,dress,4,34.0,2017-06-22,34.0,3,70.0,6,22,2017,1
small,198167,1883531,185.0,10.0,wedding,hourglass,sheath,28,25.0,2017-06-23,38.0,2,70.0,6,23,2017,1
fit,608172,195076,,10.0,vacation,hourglass,dress,20,32.0,2014-05-03,34.0,4,69.0,5,3,2014,1
fit,342510,450618,140.0,10.0,work,hourglass,dress,12,36.0,2015-11-14,34.0,3,65.0,11,14,2015,1
fit,145851,2595752,,10.0,everyday,,leggings,14,33.0,2016-02-16,34.0,5,67.0,2,16,2016,1
fit,571227,155381,139.0,10.0,party,hourglass,dress,20,48.0,2014-02-24,34.0,4,70.0,2,24,2014,1
fit,511864,1601320,160.0,10.0,party,full bust,dress,24,39.0,2016-09-25,,,65.0,9,25,2016,1
large,164435,2366148,118.0,10.0,everyday,hourglass,skirt,4,44.0,2015-05-06,32.0,4,67.0,5,6,2015,1
fit,265058,1334728,120.0,6.0,wedding,athletic,dress,4,34.0,2017-10-21,34.0,4,62.0,10,21,2017,0
small,19745,1147823,,10.0,other,pear,dress,12,55.0,2015-06-11,,,66.0,6,11,2015,1
fit,783562,439630,122.0,10.0,party,petite,maxi,4,29.0,2016-05-25,32.0,3,62.0,5,25,2016,1
small,377599,135750,140.0,8.0,wedding,hourglass,shift,24,48.0,2014-08-11,36.0,4,64.0,8,11,2014,0
fit,542685,216159,120.0,10.0,wedding,hourglass,dress,8,41.0,2017-11-14,34.0,4,63.0,11,14,2017,1
fit,41209,424703,120.0,10.0,wedding,athletic,dress,8,23.0,2017-08-02,32.0,3,63.0,8,2,2017,1
large,640752,1646340,127.0,10.0,wedding,full bust,dress,8,32.0,2017-04-14,34.0,4,62.0,4,14,2017,1
fit,98935,2340996,128.0,10.0,date,straight & narrow,jumpsuit,4,39.0,2015-11-09,34.0,2,69.0,11,9,2015,1
fit,64212,185800,125.0,8.0,wedding,straight & narrow,maxi,4,34.0,2014-07-01,34.0,1,67.0,7,1,2014,0
fit,742695,126335,149.0,10.0,formal affair,hourglass,dress,20,51.0,2012-04-26,36.0,4,69.0,4,26,2012,1
fit,980870,1010328,150.0,8.0,formal affair,hourglass,gown,13,30.0,2018-01-04,34.0,4,67.0,1,4,2018,0
small,706679,727157,140.0,10.0,everyday,hourglass,dress,12,44.0,2016-10-27,34.0,5,68.0,10,27,2016,1
small,282171,1831026,128.0,8.0,wedding,athletic,dress,12,28.0,2017-06-14,34.0,3,63.0,6,14,2017,0
fit,387413,1800907,113.0,10.0,everyday,pear,dress,4,29.0,2016-03-14,32.0,2,64.0,3,14,2016,1
fit,252311,1230882,105.0,10.0,other,petite,dress,8,25.0,2017-04-13,32.0,3,62.0,4,13,2017,1
fit,169680,2329297,145.0,10.0,work,hourglass,pants,12,35.0,2017-04-01,34.0,3,62.0,4,1,2017,1
fit,429314,146684,135.0,10.0,formal affair,pear,gown,13,25.0,2012-05-22,34.0,2,67.0,5,22,2012,1
fit,703258,154002,135.0,10.0,party,athletic,gown,9,45.0,2013-10-27,34.0,4,68.0,10,27,2013,1
fit,644470,485462,138.0,10.0,formal affair,athletic,gown,8,,2016-05-05,34.0,1,64.0,5,5,2016,1
large,278571,2886469,140.0,6.0,everyday,athletic,coat,8,33.0,2016-05-18,34.0,4,69.0,5,18,2016,0
fit,875187,668280,150.0,10.0,other,hourglass,maxi,14,37.0,2017-05-15,32.0,7,61.0,5,15,2017,1
fit,638115,1710886,126.0,10.0,wedding,full bust,dress,8,29.0,2017-06-26,34.0,4,66.0,6,26,2017,1
fit,10090,323870,,10.0,vacation,petite,shift,4,47.0,2017-05-14,32.0,4,63.0,5,14,2017,1
fit,800396,1294660,113.0,10.0,party,hourglass,dress,1,35.0,2017-03-24,32.0,3,63.0,3,24,2017,1
fit,657658,1875650,160.0,10.0,party,,dress,20,33.0,2017-01-21,,,66.0,1,21,2017,1
fit,193448,547674,160.0,10.0,wedding,hourglass,dress,24,27.0,2014-07-07,36.0,3,64.0,7,7,2014,1
fit,178484,1863819,175.0,4.0,everyday,pear,dress,20,31.0,2017-09-22,36.0,2,67.0,9,22,2017,0
small,845116,1188713,130.0,8.0,wedding,pear,dress,8,38.0,2017-08-26,34.0,2,60.0,8,26,2017,0
small,44944,1684099,118.0,4.0,work,hourglass,dress,8,27.0,2017-09-12,32.0,3,66.0,9,12,2017,0
fit,423835,2771965,130.0,10.0,party,pear,romper,8,31.0,2016-04-27,32.0,3,65.0,4,27,2016,1
large,121475,132738,130.0,10.0,formal affair,pear,gown,8,33.0,2015-05-11,,,64.0,5,11,2015,1
small,615195,1402140,138.0,10.0,party,hourglass,dress,14,32.0,2017-12-17,34.0,2,64.0,12,17,2017,1
small,589782,269950,135.0,8.0,wedding,hourglass,dress,8,29.0,2017-06-26,36.0,3,64.0,6,26,2017,0
fit,103958,1761515,160.0,10.0,vacation,full bust,dress,24,29.0,2017-05-04,34.0,5,66.0,5,4,2017,1
fit,709975,2758251,140.0,10.0,everyday,hourglass,jacket,14,33.0,2015-05-06,34.0,4,71.0,5,6,2015,1
fit,895219,154823,125.0,10.0,party,hourglass,dress,4,30.0,2014-01-14,32.0,2,65.0,1,14,2014,1
fit,619769,169961,134.0,8.0,wedding,athletic,sheath,8,33.0,2014-05-29,32.0,3,67.0,5,29,2014,0
fit,482129,985499,114.0,10.0,formal affair,petite,gown,8,48.0,2016-05-02,34.0,4,61.0,5,2,2016,1
fit,975462,1063576,140.0,10.0,work,hourglass,sheath,14,30.0,2016-05-06,34.0,1,69.0,5,6,2016,1
fit,223069,1993236,130.0,10.0,party,athletic,sheath,4,31.0,2016-07-25,34.0,2,63.0,7,25,2016,1
large,201262,1603811,145.0,10.0,wedding,athletic,dress,8,34.0,2016-07-31,36.0,4,66.0,7,31,2016,1
fit,700770,1378631,240.0,10.0,wedding,hourglass,maxi,45,32.0,2016-04-26,38.0,4,66.0,4,26,2016,1
fit,134958,165468,,10.0,party,,dress,8,35.0,2015-08-03,,,71.0,8,3,2015,1
fit,856703,432268,140.0,10.0,party,apple,dress,12,29.0,2017-02-22,34.0,4,60.0,2,22,2017,1
fit,474062,1980086,125.0,10.0,formal affair,pear,gown,8,42.0,2016-01-17,34.0,1,64.0,1,17,2016,1
fit,857468,195613,134.0,10.0,wedding,petite,mini,16,40.0,2014-08-15,34.0,3,59.0,8,15,2014,1
large,876778,1788074,132.0,8.0,everyday,petite,dress,12,34.0,2017-11-14,36.0,3,62.0,11,14,2017,0
fit,586909,1265357,120.0,8.0,formal affair,petite,gown,4,53.0,2016-05-24,32.0,1,62.0,5,24,2016,0
fit,407187,134015,140.0,10.0,formal affair,hourglass,gown,13,43.0,2014-10-08,34.0,2,67.0,10,8,2014,1
fit,285796,2250584,145.0,10.0,everyday,full bust,top,14,26.0,2017-10-02,34.0,4,65.0,10,2,2017,1
fit,303847,555311,120.0,10.0,other,petite,dress,8,30.0,2016-04-15,34.0,2,62.0,4,15,2016,1
fit,522873,146684,115.0,10.0,formal affair,straight & narrow,gown,1,37.0,2015-06-02,32.0,1,64.0,6,2,2015,1
fit,570016,420498,,10.0,wedding,,sheath,14,32.0,2016-05-05,36.0,4,,5,5,2016,1
small,326567,2833955,194.0,8.0,vacation,full bust,jumpsuit,43,36.0,2016-03-26,38.0,4,69.0,3,26,2016,0
fit,273652,1049981,145.0,10.0,party,,dress,20,34.0,2016-12-21,,,66.0,12,21,2016,1
large,41073,1566348,,10.0,wedding,athletic,dress,12,27.0,2015-05-28,,,65.0,5,28,2015,1
fit,536018,155381,140.0,10.0,wedding,,dress,12,28.0,2017-06-18,,,67.0,6,18,2017,1
fit,434187,987743,140.0,10.0,wedding,athletic,sheath,12,27.0,2016-05-11,34.0,2,64.0,5,11,2016,1
fit,674994,1082384,114.0,10.0,wedding,petite,gown,4,37.0,2015-12-02,32.0,4,64.0,12,2,2015,1
large,819524,240137,145.0,10.0,wedding,pear,dress,14,31.0,2015-06-15,34.0,2,64.0,6,15,2015,1
fit,707235,304354,,10.0,party,pear,dress,24,23.0,2017-12-20,34.0,4,69.0,12,20,2017,1
fit,914327,2465813,150.0,6.0,party,athletic,jumpsuit,20,37.0,2017-01-16,36.0,3,69.0,1,16,2017,0
fit,604864,140321,130.0,10.0,formal affair,athletic,gown,8,28.0,2015-11-19,34.0,1,67.0,11,19,2015,1
small,693310,2537804,120.0,10.0,party,straight & narrow,jumpsuit,8,31.0,2017-03-21,32.0,2,68.0,3,21,2017,1
fit,132955,1269149,,10.0,wedding,,gown,13,43.0,2017-11-20,36.0,4,64.0,11,20,2017,1
fit,269206,145906,130.0,6.0,wedding,athletic,gown,9,32.0,2012-10-01,34.0,3,67.0,10,1,2012,0
fit,792162,2746761,,8.0,everyday,athletic,coat,8,32.0,2016-03-09,34.0,1,71.0,3,9,2016,0
large,331102,1309118,145.0,10.0,wedding,straight & narrow,gown,13,64.0,2015-07-12,32.0,4,71.0,7,12,2015,1
fit,6733,1020585,140.0,10.0,work,athletic,dress,14,38.0,2017-06-21,34.0,2,66.0,6,21,2017,1
large,222286,134849,135.0,10.0,formal affair,hourglass,gown,12,44.0,2013-11-19,,,64.0,11,19,2013,1
small,708119,1082384,127.0,6.0,formal affair,hourglass,gown,8,34.0,2017-09-15,34.0,5,64.0,9,15,2017,0
fit,884488,131117,140.0,10.0,formal affair,hourglass,gown,9,25.0,2014-11-03,34.0,2,68.0,11,3,2014,1
fit,845246,182915,145.0,8.0,party,hourglass,dress,16,25.0,2012-10-17,34.0,4,64.0,10,17,2012,0
fit,61656,232383,,8.0,everyday,,maxi,20,,2016-09-30,34.0,4,65.0,9,30,2016,0
fit,534654,2193759,145.0,10.0,party,athletic,jumpsuit,8,31.0,2017-06-01,32.0,2,68.0,6,1,2017,1
small,914076,156607,,8.0,party,,dress,12,33.0,2015-08-11,30.0,5,68.0,8,11,2015,0
fit,597562,1846462,135.0,10.0,formal affair,hourglass,gown,16,30.0,2016-11-30,36.0,3,63.0,11,30,2016,1
fit,765697,963476,118.0,10.0,party,petite,sheath,4,46.0,2014-05-19,34.0,4,60.0,5,19,2014,1
fit,213556,174086,,10.0,party,hourglass,dress,24,39.0,2015-11-10,36.0,4,63.0,11,10,2015,1
small,434282,1738544,160.0,10.0,wedding,athletic,dress,16,32.0,2016-08-03,34.0,3,68.0,8,3,2016,1
fit,344928,1618682,145.0,10.0,wedding,athletic,shift,16,30.0,2017-04-10,36.0,2,67.0,4,10,2017,1
fit,9901,1329801,140.0,10.0,wedding,pear,dress,20,31.0,2017-11-23,36.0,1,62.0,11,23,2017,1
fit,378235,302723,170.0,6.0,work,full bust,dress,24,31.0,2017-10-18,36.0,4,69.0,10,18,2017,0
fit,482095,356619,128.0,10.0,wedding,straight & narrow,dress,8,32.0,2017-08-22,34.0,3,66.0,8,22,2017,1
fit,197027,1831026,120.0,10.0,wedding,athletic,dress,4,34.0,2015-10-12,32.0,3,64.0,10,12,2015,1
large,167838,481258,,6.0,vacation,full bust,dress,12,36.0,2017-01-16,36.0,4,67.0,1,16,2017,0
small,328477,1982904,,8.0,party,straight & narrow,sheath,4,32.0,2015-09-28,32.0,1,68.0,9,28,2015,0
small,994285,1009845,135.0,2.0,other,straight & narrow,dress,8,29.0,2017-05-13,34.0,2,68.0,5,13,2017,0
small,550786,1154164,160.0,10.0,wedding,hourglass,dress,20,33.0,2018-01-03,36.0,3,65.0,1,3,2018,1
fit,752867,1738544,121.0,8.0,party,hourglass,dress,1,28.0,2016-04-26,32.0,2,66.0,4,26,2016,0
fit,307055,139086,135.0,8.0,other,full bust,gown,8,31.0,2013-05-01,34.0,5,65.0,5,1,2013,0
fit,175658,1146287,,10.0,formal affair,pear,gown,24,33.0,2016-10-19,36.0,3,69.0,10,19,2016,1
fit,237226,1050242,110.0,10.0,wedding,petite,dress,1,36.0,2017-05-15,,,62.0,5,15,2017,1
fit,557385,1866411,130.0,10.0,wedding,athletic,dress,8,28.0,2017-08-02,34.0,2,64.0,8,2,2017,1
fit,844610,2488048,130.0,10.0,everyday,hourglass,skirt,8,36.0,2016-03-25,34.0,4,67.0,3,25,2016,1
fit,432327,218606,134.0,10.0,formal affair,pear,gown,8,41.0,2014-09-08,34.0,1,65.0,9,8,2014,1
fit,288769,153475,,10.0,formal affair,,gown,1,21.0,2014-05-13,,,67.0,5,13,2014,1
small,748988,2268614,135.0,10.0,work,straight & narrow,top,20,31.0,2017-11-27,36.0,2,68.0,11,27,2017,1
fit,921494,657626,115.0,10.0,wedding,pear,dress,4,34.0,2017-07-17,34.0,2,62.0,7,17,2017,1
fit,728418,2639685,145.0,8.0,work,athletic,skirt,8,32.0,2016-11-16,32.0,3,72.0,11,16,2016,0
fit,516865,1618192,130.0,10.0,wedding,,gown,16,26.0,2016-12-11,,,64.0,12,11,2016,1
large,273977,168592,108.0,8.0,formal affair,petite,gown,0,33.0,2014-12-29,32.0,2,62.0,12,29,2014,0
fit,505984,1287535,132.0,10.0,wedding,athletic,gown,12,32.0,2015-05-25,34.0,3,65.0,5,25,2015,1
fit,285618,1011971,115.0,10.0,formal affair,petite,dress,8,31.0,2017-11-01,34.0,3,61.0,11,1,2017,1
small,655762,142179,,2.0,formal affair,straight & narrow,gown,8,42.0,2013-04-29,32.0,1,67.0,4,29,2013,0
fit,893711,842449,128.0,10.0,other,petite,dress,16,46.0,2017-12-04,36.0,4,63.0,12,4,2017,1
fit,613511,172027,115.0,10.0,party,petite,dress,1,40.0,2016-01-11,34.0,2,63.0,1,11,2016,1
fit,279760,1997699,130.0,8.0,everyday,,top,14,57.0,2017-11-27,,,67.0,11,27,2017,0
large,886251,2529948,145.0,10.0,vacation,hourglass,blazer,16,35.0,2014-10-20,36.0,4,63.0,10,20,2014,1
small,413712,1918620,126.0,10.0,formal affair,straight & narrow,sheath,8,43.0,2017-03-04,34.0,3,69.0,3,4,2017,1
fit,272302,1961311,115.0,10.0,formal affair,petite,gown,8,30.0,2016-03-15,34.0,2,62.0,3,15,2016,1
small,517063,440363,,10.0,other,petite,dress,12,26.0,2014-09-03,32.0,4,60.0,9,3,2014,1
fit,417316,145906,170.0,10.0,formal affair,hourglass,gown,25,37.0,2012-11-30,36.0,3,69.0,11,30,2012,1
fit,114090,1689615,127.0,10.0,wedding,athletic,gown,9,31.0,2017-10-11,34.0,2,67.0,10,11,2017,1
fit,140213,806803,,10.0,formal affair,athletic,dress,4,32.0,2015-01-18,,,63.0,1,18,2015,1
fit,354005,1675905,,10.0,other,hourglass,dress,12,31.0,2016-08-22,34.0,3,68.0,8,22,2016,1
large,16944,932347,110.0,8.0,wedding,,dress,4,30.0,2016-06-07,,,60.0,6,7,2016,0
fit,85535,136110,135.0,8.0,wedding,athletic,dress,12,28.0,2014-04-02,34.0,4,63.0,4,2,2014,0
fit,395443,136860,175.0,10.0,wedding,pear,sheath,20,32.0,2014-06-18,36.0,3,72.0,6,18,2014,1
small,349645,2743152,155.0,10.0,wedding,hourglass,jumpsuit,20,34.0,2015-10-10,36.0,3,65.0,10,10,2015,1
fit,168449,138431,140.0,10.0,wedding,athletic,gown,16,29.0,2015-10-08,34.0,1,66.0,10,8,2015,1
fit,811342,1949394,120.0,10.0,formal affair,hourglass,sheath,4,30.0,2017-10-30,34.0,3,67.0,10,30,2017,1
fit,616450,2290159,,8.0,formal affair,hourglass,skirt,1,26.0,2017-10-26,34.0,2,64.0,10,26,2017,0
fit,591660,139086,135.0,10.0,formal affair,petite,gown,16,46.0,2014-01-03,36.0,5,62.0,1,3,2014,1
fit,483439,1687082,118.0,10.0,wedding,petite,gown,4,31.0,2017-08-27,32.0,1,62.0,8,27,2017,1
large,171090,1723747,125.0,10.0,wedding,petite,gown,1,22.0,2017-11-02,32.0,3,63.0,11,2,2017,1
fit,73342,416213,125.0,8.0,formal affair,petite,gown,8,39.0,2016-03-04,34.0,2,64.0,3,4,2016,0
fit,785420,770712,135.0,6.0,wedding,straight & narrow,dress,12,57.0,2015-12-08,34.0,3,64.0,12,8,2015,0
fit,302140,154002,145.0,10.0,formal affair,straight & narrow,gown,12,42.0,2014-02-22,34.0,2,69.0,2,22,2014,1
large,608323,131117,130.0,10.0,wedding,straight & narrow,gown,4,31.0,2013-05-05,34.0,2,68.0,5,5,2013,1
fit,151858,259136,,10.0,work,hourglass,sheath,1,29.0,2016-05-02,32.0,1,66.0,5,2,2016,1
large,633578,123793,148.0,8.0,formal affair,pear,gown,20,32.0,2016-01-23,32.0,3,62.0,1,23,2016,0
small,281425,1627866,123.0,10.0,work,athletic,dress,14,37.0,2017-09-17,34.0,2,62.0,9,17,2017,1
fit,484269,607670,120.0,8.0,party,athletic,dress,8,34.0,2017-08-23,36.0,3,60.0,8,23,2017,0
fit,263762,130259,145.0,10.0,wedding,apple,dress,24,40.0,2014-09-28,38.0,3,63.0,9,28,2014,1
fit,38658,849468,135.0,10.0,other,petite,dress,16,26.0,2014-10-30,36.0,3,62.0,10,30,2014,1
fit,510529,129831,110.0,8.0,wedding,petite,dress,1,26.0,2015-11-14,34.0,2,61.0,11,14,2015,0
fit,296595,128959,,10.0,formal affair,,gown,4,29.0,2016-11-01,32.0,3,63.0,11,1,2016,1
small,284533,859692,120.0,10.0,everyday,athletic,dress,12,30.0,2017-08-03,34.0,2,67.0,8,3,2017,1
fit,190209,140321,142.0,10.0,formal affair,apple,gown,24,61.0,2013-03-10,38.0,4,63.0,3,10,2013,1
fit,813202,472333,125.0,10.0,wedding,straight & narrow,dress,8,28.0,2017-07-21,34.0,2,68.0,7,21,2017,1
fit,157868,241461,127.0,8.0,wedding,hourglass,dress,8,30.0,2015-06-16,34.0,4,67.0,6,16,2015,0
fit,992041,2835610,110.0,10.0,everyday,athletic,jacket,8,26.0,2016-11-28,32.0,3,62.0,11,28,2016,1
fit,291124,565571,,10.0,wedding,athletic,dress,20,30.0,2017-08-15,36.0,3,,8,15,2017,1
fit,941704,926842,105.0,8.0,formal affair,petite,dress,4,40.0,2017-02-08,30.0,2,61.0,2,8,2017,0
large,36333,125424,125.0,6.0,wedding,straight & narrow,dress,4,26.0,2017-12-12,32.0,3,66.0,12,12,2017,0
fit,576202,1710208,145.0,10.0,party,hourglass,dress,14,25.0,2017-09-26,32.0,4,66.0,9,26,2017,1
large,704681,326784,160.0,10.0,other,,dress,20,40.0,2016-05-23,38.0,3,62.0,5,23,2016,1
fit,287667,1544791,120.0,10.0,party,straight & narrow,dress,4,25.0,2015-04-06,34.0,2,66.0,4,6,2015,1
small,589955,1076484,155.0,8.0,wedding,athletic,dress,20,50.0,2015-04-29,34.0,3,70.0,4,29,2015,0
fit,524450,140321,175.0,8.0,party,hourglass,gown,20,33.0,2015-04-05,34.0,4,65.0,4,5,2015,0
fit,958548,2327117,145.0,10.0,work,hourglass,top,12,35.0,2017-06-15,36.0,1,66.0,6,15,2017,1
fit,580068,1289102,125.0,10.0,party,petite,dress,12,26.0,2017-11-15,34.0,2,64.0,11,15,2017,1
small,722700,1648416,117.0,8.0,everyday,hourglass,dress,8,30.0,2017-03-07,32.0,4,65.0,3,7,2017,0
fit,320285,948002,115.0,10.0,formal affair,athletic,gown,1,27.0,2015-04-30,34.0,2,65.0,4,30,2015,1
small,640543,131533,,10.0,wedding,,gown,17,30.0,2016-09-07,34.0,4,70.0,9,7,2016,1
small,400495,577391,130.0,10.0,wedding,athletic,dress,12,40.0,2016-01-05,34.0,2,69.0,1,5,2016,1
fit,507859,144714,,10.0,formal affair,straight & narrow,gown,13,22.0,2015-04-07,36.0,3,69.0,4,7,2015,1
fit,955760,1191124,124.0,10.0,work,petite,shift,14,62.0,2017-09-22,34.0,2,61.0,9,22,2017,1
fit,285981,1093026,150.0,10.0,party,athletic,sheath,14,18.0,2016-10-23,34.0,2,68.0,10,23,2016,1
small,552957,493265,160.0,8.0,wedding,full bust,dress,20,27.0,2017-03-28,,,63.0,3,28,2017,0
fit,923187,1269149,130.0,10.0,formal affair,straight & narrow,gown,12,54.0,2017-03-11,34.0,1,64.0,3,11,2017,1
fit,317401,2875297,135.0,8.0,party,athletic,jumpsuit,8,33.0,2017-10-25,34.0,2,68.0,10,25,2017,0
fit,318131,1017726,,8.0,party,,dress,4,54.0,2016-06-14,,,61.0,6,14,2016,0
fit,747272,424962,110.0,10.0,wedding,petite,dress,1,24.0,2017-12-22,32.0,1,63.0,12,22,2017,1
fit,635189,1515339,,10.0,formal affair,pear,gown,24,32.0,2015-04-21,,,64.0,4,21,2015,1
small,735383,149655,145.0,10.0,wedding,straight & narrow,gown,17,42.0,2014-12-30,36.0,2,69.0,12,30,2014,1
large,599230,870184,125.0,10.0,party,hourglass,dress,8,43.0,2017-05-07,34.0,3,63.0,5,7,2017,1
small,341112,135459,,4.0,formal affair,hourglass,dress,51,32.0,2015-04-28,,,68.0,4,28,2015,0
large,518956,132738,115.0,10.0,wedding,hourglass,gown,1,23.0,2014-12-02,34.0,4,64.0,12,2,2014,1
fit,905698,126335,120.0,8.0,wedding,athletic,dress,4,36.0,2013-02-15,,,64.0,2,15,2013,0
fit,977658,1437612,130.0,10.0,wedding,athletic,dress,12,29.0,2015-06-14,36.0,2,64.0,6,14,2015,1
fit,166381,144727,200.0,8.0,other,hourglass,sheath,39,49.0,2014-07-30,38.0,4,67.0,7,30,2014,0
small,798141,2164018,170.0,8.0,everyday,hourglass,jacket,20,33.0,2016-04-13,36.0,4,68.0,4,13,2016,0
small,421903,834620,160.0,10.0,formal affair,athletic,gown,20,68.0,2015-10-19,36.0,2,67.0,10,19,2015,1
fit,940326,1259708,,8.0,party,petite,dress,4,29.0,2016-05-16,,,63.0,5,16,2016,0
fit,715749,553936,142.0,10.0,everyday,full bust,dress,16,33.0,2015-08-21,34.0,4,73.0,8,21,2015,1
large,970504,531077,120.0,8.0,wedding,straight & narrow,dress,1,36.0,2014-11-04,32.0,1,67.0,11,4,2014,0
fit,540017,1260731,115.0,10.0,party,athletic,dress,8,32.0,2015-10-12,32.0,3,65.0,10,12,2015,1
fit,867459,1889597,170.0,8.0,wedding,hourglass,sheath,39,50.0,2017-02-07,38.0,4,63.0,2,7,2017,0
fit,39231,1515649,,6.0,party,hourglass,dress,26,34.0,2017-12-15,38.0,4,63.0,12,15,2017,0
small,859540,1806296,127.0,10.0,party,athletic,sheath,14,46.0,2017-01-27,32.0,3,65.0,1,27,2017,1
fit,635636,299987,140.0,10.0,wedding,hourglass,dress,8,29.0,2017-07-17,34.0,4,64.0,7,17,2017,1
large,976510,2269659,135.0,10.0,everyday,athletic,top,4,34.0,2016-02-25,32.0,4,67.0,2,25,2016,1
fit,697006,442171,125.0,10.0,wedding,athletic,shift,12,31.0,2015-07-02,34.0,2,65.0,7,2,2015,1
fit,805713,152836,110.0,10.0,party,straight & narrow,mini,1,29.0,2014-02-20,34.0,2,66.0,2,20,2014,1
large,408838,2771463,142.0,10.0,party,athletic,romper,8,29.0,2016-07-29,34.0,4,63.0,7,29,2016,1
fit,664136,608649,120.0,8.0,party,hourglass,dress,8,36.0,2017-09-26,34.0,4,61.0,9,26,2017,0
large,478777,161541,138.0,10.0,wedding,pear,dress,12,32.0,2016-09-18,34.0,3,67.0,9,18,2016,1
fit,767108,152836,112.0,8.0,party,petite,mini,4,33.0,2012-12-02,34.0,4,60.0,12,2,2012,0
fit,153565,806803,199.0,8.0,date,full bust,dress,20,42.0,2014-07-23,38.0,4,69.0,7,23,2014,0
fit,510079,218606,125.0,10.0,formal affair,hourglass,gown,8,55.0,2015-02-22,34.0,4,63.0,2,22,2015,1
large,705242,132738,115.0,10.0,formal affair,full bust,gown,4,40.0,2012-09-04,32.0,4,63.0,9,4,2012,1
fit,676222,2885734,135.0,6.0,work,athletic,down,14,48.0,2016-11-15,36.0,2,68.0,11,15,2016,0
small,958329,2334268,145.0,6.0,everyday,straight & narrow,top,14,48.0,2017-08-21,36.0,2,67.0,8,21,2017,0
small,930348,1645046,127.0,8.0,work,pear,dress,8,41.0,2016-06-29,32.0,5,65.0,6,29,2016,0
fit,774689,1840637,133.0,8.0,everyday,straight & narrow,shirtdress,8,34.0,2016-06-27,34.0,3,68.0,6,27,2016,0
large,216510,2569151,130.0,8.0,date,petite,top,8,29.0,2015-10-15,34.0,3,63.0,10,15,2015,0
fit,266462,259136,130.0,10.0,work,,sheath,16,53.0,2017-03-16,,,65.0,3,16,2017,1
fit,24337,1882156,,10.0,wedding,full bust,gown,24,36.0,2016-05-24,36.0,3,65.0,5,24,2016,1
fit,542721,153475,130.0,10.0,wedding,athletic,gown,12,30.0,2014-08-03,32.0,3,68.0,8,3,2014,1
